%Standard Solar Model (BP2000)
%
%astro-ph/0010346
%
%Columns in the Standard Model table (below) represent:
%
%1)  Mass fraction in units of the solar mass
%2)  Radius of the zone in units of one solar radius
%3)  Temperature in units of deg (K)
%4)  Density in units of g/cm^3
%5)  Pressure in units of dyn/cm^2
%6)  Luminosity fraction in units of the solar luminosity
%7)  X(^1H): the hydrogen mass fraction
%8)  X(^4He): the helium 4 mass fraction
%9)  X(^3He): the helium 3 mass fraction
%10) X(^12C): the carbon 12 mass fraction
%11) X(^14N): the nitrogen 14 mass fraction
%12) X(^16O): the oxygen 16 mass fraction
%
%The Table begins here.
%
%
M/Msun    R/Rsun      T         Rho        P        L/Lsun     X       Y        He3       C12       N14       O16 
0.0535353  0.08682  1.361e+07  9.748e+01  1.521e+17  0.34633  0.50552  0.47497  3.19e-05  1.63e-05  4.90e-03  9.08e-03
0.0545309  0.08745  1.359e+07  9.697e+01  1.513e+17  0.35133  0.50717  0.47331  3.24e-05  1.62e-05  4.89e-03  9.08e-03
0.0555344  0.08808  1.357e+07  9.647e+01  1.504e+17  0.35633  0.50882  0.47167  3.29e-05  1.62e-05  4.89e-03  9.08e-03
0.0565458  0.08872  1.354e+07  9.597e+01  1.496e+17  0.36133  0.51046  0.47003  3.34e-05  1.61e-05  4.89e-03  9.08e-03
0.0575653  0.08935  1.352e+07  9.547e+01  1.488e+17  0.36633  0.51210  0.46840  3.39e-05  1.61e-05  4.89e-03  9.08e-03
0.0585930  0.08998  1.349e+07  9.498e+01  1.480e+17  0.37133  0.51373  0.46677  3.44e-05  1.60e-05  4.89e-03  9.07e-03
0.0596289  0.09061  1.347e+07  9.448e+01  1.471e+17  0.37633  0.51535  0.46515  3.50e-05  1.59e-05  4.88e-03  9.07e-03
0.0606733  0.09124  1.344e+07  9.399e+01  1.463e+17  0.38133  0.51697  0.46353  3.55e-05  1.59e-05  4.88e-03  9.07e-03
0.0617262  0.09186  1.342e+07  9.350e+01  1.455e+17  0.38633  0.51858  0.46192  3.60e-05  1.58e-05  4.88e-03  9.07e-03
0.0627877  0.09249  1.340e+07  9.302e+01  1.447e+17  0.39133  0.52019  0.46032  3.66e-05  1.57e-05  4.88e-03  9.07e-03
0.0638579  0.09312  1.337e+07  9.253e+01  1.439e+17  0.39633  0.52179  0.45872  3.71e-05  1.57e-05  4.88e-03  9.07e-03
0.0649371  0.09375  1.335e+07  9.205e+01  1.430e+17  0.40133  0.52339  0.45713  3.77e-05  1.56e-05  4.88e-03  9.07e-03
0.0660253  0.09438  1.332e+07  9.156e+01  1.422e+17  0.40634  0.52498  0.45554  3.83e-05  1.55e-05  4.88e-03  9.07e-03
0.0671226  0.09501  1.330e+07  9.108e+01  1.414e+17  0.41134  0.52656  0.45396  3.89e-05  1.55e-05  4.87e-03  9.07e-03
0.0682292  0.09564  1.327e+07  9.060e+01  1.406e+17  0.41634  0.52814  0.45238  3.95e-05  1.54e-05  4.87e-03  9.07e-03
0.0693452  0.09627  1.325e+07  9.013e+01  1.398e+17  0.42134  0.52972  0.45081  4.01e-05  1.54e-05  4.87e-03  9.07e-03
0.0704708  0.09690  1.322e+07  8.965e+01  1.390e+17  0.42634  0.53129  0.44924  4.07e-05  1.53e-05  4.87e-03  9.07e-03
0.0716062  0.09753  1.320e+07  8.918e+01  1.382e+17  0.43134  0.53286  0.44767  4.13e-05  1.52e-05  4.87e-03  9.07e-03
0.0727514  0.09816  1.317e+07  8.870e+01  1.374e+17  0.43634  0.53442  0.44612  4.20e-05  1.52e-05  4.87e-03  9.06e-03
0.0739066  0.09879  1.315e+07  8.823e+01  1.366e+17  0.44134  0.53598  0.44456  4.26e-05  1.51e-05  4.87e-03  9.06e-03
0.0750720  0.09943  1.312e+07  8.776e+01  1.357e+17  0.44634  0.53753  0.44301  4.33e-05  1.50e-05  4.87e-03  9.06e-03
0.0762478  0.10006  1.310e+07  8.729e+01  1.349e+17  0.45135  0.53908  0.44147  4.39e-05  1.50e-05  4.86e-03  9.06e-03
0.0774340  0.10070  1.307e+07  8.682e+01  1.341e+17  0.45635  0.54062  0.43992  4.46e-05  1.49e-05  4.86e-03  9.06e-03
0.0786310  0.10133  1.305e+07  8.635e+01  1.333e+17  0.46135  0.54216  0.43839  4.53e-05  1.49e-05  4.86e-03  9.06e-03
0.0798389  0.10197  1.302e+07  8.589e+01  1.325e+17  0.46635  0.54370  0.43685  4.61e-05  1.48e-05  4.86e-03  9.06e-03
0.0810578  0.10261  1.300e+07  8.542e+01  1.317e+17  0.47135  0.54523  0.43532  4.68e-05  1.47e-05  4.86e-03  9.06e-03
0.0822880  0.10325  1.297e+07  8.496e+01  1.309e+17  0.47635  0.54676  0.43380  4.75e-05  1.47e-05  4.86e-03  9.06e-03
0.0835296  0.10389  1.295e+07  8.449e+01  1.301e+17  0.48136  0.54829  0.43228  4.83e-05  1.46e-05  4.86e-03  9.05e-03
0.0847829  0.10453  1.292e+07  8.403e+01  1.293e+17  0.48636  0.54981  0.43076  4.90e-05  1.45e-05  4.85e-03  9.05e-03
0.0860480  0.10518  1.290e+07  8.357e+01  1.285e+17  0.49136  0.55132  0.42924  4.98e-05  1.45e-05  4.85e-03  9.05e-03
0.0873252  0.10582  1.287e+07  8.311e+01  1.277e+17  0.49636  0.55284  0.42773  5.06e-05  1.44e-05  4.85e-03  9.05e-03
0.0886147  0.10647  1.284e+07  8.265e+01  1.269e+17  0.50136  0.55435  0.42622  5.14e-05  1.43e-05  4.85e-03  9.05e-03
0.0899167  0.10712  1.282e+07  8.219e+01  1.261e+17  0.50637  0.55585  0.42472  5.22e-05  1.43e-05  4.85e-03  9.05e-03
0.0912314  0.10777  1.279e+07  8.173e+01  1.253e+17  0.51137  0.55736  0.42322  5.31e-05  1.42e-05  4.85e-03  9.04e-03
0.0925592  0.10843  1.277e+07  8.127e+01  1.245e+17  0.51637  0.55886  0.42172  5.39e-05  1.42e-05  4.85e-03  9.04e-03
0.0939002  0.10909  1.274e+07  8.081e+01  1.237e+17  0.52137  0.56036  0.42023  5.48e-05  1.41e-05  4.85e-03  9.04e-03
0.0952546  0.10975  1.271e+07  8.035e+01  1.229e+17  0.52638  0.56185  0.41874  5.57e-05  1.40e-05  4.85e-03  9.04e-03
0.0966229  0.11041  1.269e+07  7.989e+01  1.221e+17  0.53138  0.56334  0.41725  5.66e-05  1.40e-05  4.85e-03  9.04e-03
0.0980052  0.11107  1.266e+07  7.944e+01  1.213e+17  0.53638  0.56483  0.41576  5.75e-05  1.39e-05  4.85e-03  9.04e-03
0.0994017  0.11174  1.264e+07  7.898e+01  1.205e+17  0.54138  0.56632  0.41428  5.85e-05  1.38e-05  4.84e-03  9.04e-03
0.1008129  0.11241  1.261e+07  7.852e+01  1.197e+17  0.54639  0.56780  0.41280  5.94e-05  1.38e-05  4.84e-03  9.04e-03
0.1022390  0.11308  1.258e+07  7.807e+01  1.189e+17  0.55139  0.56928  0.41132  6.04e-05  1.37e-05  4.84e-03  9.03e-03
0.1036803  0.11376  1.256e+07  7.761e+01  1.181e+17  0.55639  0.57076  0.40984  6.14e-05  1.36e-05  4.84e-03  9.03e-03
0.1051371  0.11444  1.253e+07  7.715e+01  1.173e+17  0.56140  0.57223  0.40837  6.25e-05  1.36e-05  4.84e-03  9.03e-03
0.1066098  0.11512  1.250e+07  7.670e+01  1.165e+17  0.56640  0.57371  0.40690  6.35e-05  1.35e-05  4.84e-03  9.03e-03
0.1080987  0.11580  1.247e+07  7.624e+01  1.157e+17  0.57140  0.57517  0.40543  6.46e-05  1.34e-05  4.84e-03  9.03e-03
0.1096041  0.11649  1.245e+07  7.578e+01  1.149e+17  0.57641  0.57664  0.40397  6.57e-05  1.34e-05  4.84e-03  9.03e-03
0.1111265  0.11719  1.242e+07  7.533e+01  1.141e+17  0.58141  0.57811  0.40251  6.68e-05  1.33e-05  4.84e-03  9.03e-03
0.1126661  0.11788  1.239e+07  7.487e+01  1.133e+17  0.58641  0.57957  0.40105  6.80e-05  1.32e-05  4.83e-03  9.02e-03
0.1142235  0.11858  1.236e+07  7.441e+01  1.125e+17  0.59142  0.58103  0.39959  6.92e-05  1.32e-05  4.83e-03  9.02e-03
0.1157989  0.11929  1.234e+07  7.396e+01  1.117e+17  0.59642  0.58249  0.39813  7.04e-05  1.31e-05  4.83e-03  9.02e-03
0.1173929  0.12000  1.231e+07  7.350e+01  1.108e+17  0.60142  0.58395  0.39668  7.16e-05  1.30e-05  4.83e-03  9.02e-03
0.1190058  0.12071  1.228e+07  7.304e+01  1.100e+17  0.60643  0.58540  0.39522  7.29e-05  1.30e-05  4.83e-03  9.02e-03
0.1206381  0.12143  1.225e+07  7.258e+01  1.092e+17  0.61143  0.58686  0.39377  7.42e-05  1.29e-05  4.83e-03  9.02e-03
0.1222903  0.12215  1.222e+07  7.212e+01  1.084e+17  0.61643  0.58831  0.39232  7.55e-05  1.28e-05  4.83e-03  9.01e-03
0.1239629  0.12288  1.219e+07  7.166e+01  1.076e+17  0.62144  0.58976  0.39088  7.69e-05  1.28e-05  4.83e-03  9.01e-03
0.1256564  0.12361  1.216e+07  7.120e+01  1.068e+17  0.62644  0.59121  0.38943  7.83e-05  1.27e-05  4.83e-03  9.01e-03
0.1273712  0.12435  1.213e+07  7.074e+01  1.059e+17  0.63144  0.59265  0.38799  7.97e-05  1.26e-05  4.83e-03  9.01e-03
0.1291080  0.12509  1.211e+07  7.028e+01  1.051e+17  0.63645  0.59410  0.38654  8.12e-05  1.26e-05  4.83e-03  9.01e-03
0.1308673  0.12584  1.208e+07  6.981e+01  1.043e+17  0.64145  0.59554  0.38510  8.27e-05  1.25e-05  4.82e-03  9.01e-03
0.1326497  0.12660  1.205e+07  6.935e+01  1.035e+17  0.64646  0.59698  0.38366  8.43e-05  1.24e-05  4.82e-03  9.00e-03
0.1344558  0.12736  1.202e+07  6.888e+01  1.026e+17  0.65146  0.59843  0.38222  8.59e-05  1.24e-05  4.82e-03  9.00e-03
0.1362863  0.12813  1.199e+07  6.842e+01  1.018e+17  0.65646  0.59987  0.38078  8.75e-05  1.23e-05  4.82e-03  9.00e-03
0.1381418  0.12890  1.195e+07  6.795e+01  1.010e+17  0.66147  0.60130  0.37935  8.92e-05  1.22e-05  4.82e-03  9.00e-03
0.1400231  0.12968  1.192e+07  6.748e+01  1.001e+17  0.66647  0.60274  0.37791  9.10e-05  1.22e-05  4.82e-03  9.00e-03
0.1419308  0.13047  1.189e+07  6.701e+01  9.928e+16  0.67147  0.60418  0.37648  9.27e-05  1.22e-05  4.82e-03  8.99e-03
0.1438657  0.13126  1.186e+07  6.654e+01  9.844e+16  0.67648  0.60562  0.37504  9.46e-05  1.22e-05  4.82e-03  8.99e-03
0.1458287  0.13206  1.183e+07  6.607e+01  9.759e+16  0.68148  0.60705  0.37361  9.65e-05  1.23e-05  4.82e-03  8.99e-03
0.1478205  0.13287  1.180e+07  6.559e+01  9.674e+16  0.68649  0.60848  0.37218  9.84e-05  1.25e-05  4.81e-03  8.99e-03
0.1498419  0.13369  1.177e+07  6.512e+01  9.589e+16  0.69149  0.60992  0.37075  1.00e-04  1.27e-05  4.81e-03  8.99e-03
0.1518940  0.13452  1.173e+07  6.464e+01  9.503e+16  0.69649  0.61135  0.36932  1.02e-04  1.31e-05  4.81e-03  8.99e-03
0.1539777  0.13535  1.170e+07  6.416e+01  9.417e+16  0.70150  0.61278  0.36789  1.05e-04  1.37e-05  4.81e-03  8.98e-03
0.1560938  0.13619  1.167e+07  6.367e+01  9.331e+16  0.70650  0.61421  0.36646  1.07e-04  1.46e-05  4.81e-03  8.98e-03
0.1582436  0.13705  1.164e+07  6.319e+01  9.244e+16  0.71151  0.61565  0.36503  1.09e-04  1.59e-05  4.80e-03  8.98e-03
0.1604279  0.13791  1.160e+07  6.270e+01  9.157e+16  0.71651  0.61708  0.36360  1.11e-04  1.77e-05  4.80e-03  8.98e-03
0.1626480  0.13878  1.157e+07  6.221e+01  9.069e+16  0.72151  0.61851  0.36217  1.14e-04  2.02e-05  4.79e-03  8.98e-03
0.1649051  0.13966  1.153e+07  6.172e+01  8.981e+16  0.72652  0.61994  0.36074  1.16e-04  2.35e-05  4.79e-03  8.98e-03
0.1672004  0.14056  1.150e+07  6.123e+01  8.892e+16  0.73152  0.62137  0.35931  1.19e-04  2.79e-05  4.78e-03  8.97e-03
0.1695351  0.14146  1.147e+07  6.073e+01  8.803e+16  0.73652  0.62280  0.35788  1.22e-04  3.36e-05  4.77e-03  8.97e-03
0.1719106  0.14238  1.143e+07  6.023e+01  8.714e+16  0.74153  0.62423  0.35645  1.24e-04  4.10e-05  4.76e-03  8.97e-03
0.1743284  0.14330  1.139e+07  5.973e+01  8.624e+16  0.74653  0.62566  0.35502  1.27e-04  5.05e-05  4.75e-03  8.97e-03
0.1767899  0.14424  1.136e+07  5.922e+01  8.533e+16  0.75153  0.62710  0.35359  1.30e-04  6.24e-05  4.73e-03  8.97e-03
0.1792968  0.14520  1.132e+07  5.871e+01  8.442e+16  0.75654  0.62853  0.35216  1.33e-04  7.72e-05  4.70e-03  8.96e-03
0.1818507  0.14616  1.129e+07  5.820e+01  8.350e+16  0.76154  0.62996  0.35073  1.37e-04  9.53e-05  4.68e-03  8.96e-03
0.1844533  0.14714  1.125e+07  5.769e+01  8.258e+16  0.76654  0.63139  0.34930  1.40e-04  1.17e-04  4.64e-03  8.96e-03
0.1871066  0.14814  1.121e+07  5.717e+01  8.165e+16  0.77154  0.63283  0.34786  1.44e-04  1.44e-04  4.60e-03  8.96e-03
0.1898125  0.14915  1.117e+07  5.664e+01  8.072e+16  0.77655  0.63426  0.34643  1.47e-04  1.75e-04  4.55e-03  8.95e-03
0.1925732  0.15018  1.113e+07  5.611e+01  7.977e+16  0.78155  0.63570  0.34499  1.51e-04  2.11e-04  4.50e-03  8.95e-03
0.1953910  0.15122  1.109e+07  5.558e+01  7.883e+16  0.78655  0.63714  0.34355  1.55e-04  2.54e-04  4.43e-03  8.95e-03
0.1982682  0.15228  1.105e+07  5.504e+01  7.787e+16  0.79155  0.63858  0.34211  1.59e-04  3.02e-04  4.36e-03  8.95e-03
0.2012075  0.15336  1.101e+07  5.450e+01  7.691e+16  0.79656  0.64002  0.34067  1.63e-04  3.57e-04  4.28e-03  8.94e-03
0.2042118  0.15446  1.097e+07  5.396e+01  7.593e+16  0.80156  0.64147  0.33923  1.68e-04  4.19e-04  4.19e-03  8.94e-03
0.2072840  0.15558  1.093e+07  5.340e+01  7.495e+16  0.80656  0.64291  0.33778  1.73e-04  4.88e-04  4.09e-03  8.94e-03
0.2104276  0.15671  1.089e+07  5.285e+01  7.397e+16  0.81156  0.64436  0.33634  1.78e-04  5.63e-04  3.97e-03  8.94e-03
0.2136461  0.15788  1.084e+07  5.228e+01  7.297e+16  0.81656  0.64581  0.33488  1.83e-04  6.46e-04  3.85e-03  8.94e-03
0.2169433  0.15906  1.080e+07  5.171e+01  7.196e+16  0.82156  0.64727  0.33343  1.88e-04  7.35e-04  3.72e-03  8.93e-03
0.2203236  0.16027  1.076e+07  5.114e+01  7.094e+16  0.82657  0.64872  0.33197  1.94e-04  8.30e-04  3.58e-03  8.93e-03
0.2237916  0.16151  1.071e+07  5.055e+01  6.991e+16  0.83157  0.65019  0.33051  2.00e-04  9.31e-04  3.43e-03  8.93e-03
0.2273523  0.16278  1.066e+07  4.996e+01  6.887e+16  0.83657  0.65165  0.32904  2.07e-04  1.04e-03  3.27e-03  8.93e-03
0.2310112  0.16407  1.062e+07  4.936e+01  6.782e+16  0.84157  0.65312  0.32757  2.13e-04  1.15e-03  3.11e-03  8.92e-03
0.2347744  0.16540  1.057e+07  4.875e+01  6.675e+16  0.84657  0.65459  0.32610  2.20e-04  1.26e-03  2.94e-03  8.92e-03
0.2386485  0.16676  1.052e+07  4.814e+01  6.567e+16  0.85157  0.65607  0.32462  2.28e-04  1.38e-03  2.78e-03  8.92e-03
0.2426409  0.16816  1.047e+07  4.751e+01  6.458e+16  0.85657  0.65755  0.32314  2.36e-04  1.50e-03  2.61e-03  8.92e-03
0.2467596  0.16959  1.042e+07  4.687e+01  6.347e+16  0.86158  0.65904  0.32165  2.45e-04  1.62e-03  2.44e-03  8.91e-03
0.2510134  0.17107  1.037e+07  4.622e+01  6.234e+16  0.86658  0.66053  0.32015  2.54e-04  1.73e-03  2.28e-03  8.91e-03
0.2554122  0.17260  1.031e+07  4.556e+01  6.120e+16  0.87158  0.66202  0.31865  2.64e-04  1.85e-03  2.12e-03  8.91e-03
0.2599670  0.17417  1.026e+07  4.489e+01  6.004e+16  0.87658  0.66353  0.31715  2.74e-04  1.97e-03  1.97e-03  8.90e-03
0.2646898  0.17580  1.020e+07  4.420e+01  5.885e+16  0.88158  0.66504  0.31563  2.86e-04  2.09e-03  1.83e-03  8.90e-03
0.2695942  0.17748  1.014e+07  4.350e+01  5.765e+16  0.88658  0.66655  0.31411  2.98e-04  2.19e-03  1.69e-03  8.90e-03
0.2746955  0.17922  1.008e+07  4.278e+01  5.642e+16  0.89158  0.66807  0.31258  3.11e-04  2.30e-03  1.57e-03  8.90e-03
0.2800107  0.18104  1.002e+07  4.205e+01  5.517e+16  0.89658  0.66960  0.31105  3.25e-04  2.40e-03  1.46e-03  8.89e-03
0.2854683  0.18289  9.953e+06  4.130e+01  5.391e+16  0.90150  0.67111  0.30953  3.41e-04  2.50e-03  1.37e-03  8.89e-03
0.2909166  0.18474  9.890e+06  4.057e+01  5.268e+16  0.90621  0.67257  0.30806  3.57e-04  2.58e-03  1.29e-03  8.89e-03
0.2963545  0.18659  9.828e+06  3.986e+01  5.147e+16  0.91070  0.67396  0.30666  3.73e-04  2.66e-03  1.23e-03  8.88e-03
0.3017812  0.18842  9.766e+06  3.916e+01  5.030e+16  0.91499  0.67531  0.30530  3.91e-04  2.73e-03  1.17e-03  8.88e-03
0.3071957  0.19025  9.705e+06  3.847e+01  4.915e+16  0.91910  0.67660  0.30400  4.09e-04  2.79e-03  1.13e-03  8.88e-03
0.3125973  0.19207  9.645e+06  3.779e+01  4.802e+16  0.92302  0.67784  0.30275  4.28e-04  2.84e-03  1.10e-03  8.87e-03
0.3179850  0.19388  9.585e+06  3.713e+01  4.693e+16  0.92676  0.67903  0.30154  4.48e-04  2.89e-03  1.07e-03  8.87e-03
0.3233582  0.19569  9.526e+06  3.647e+01  4.586e+16  0.93033  0.68018  0.30038  4.68e-04  2.93e-03  1.04e-03  8.87e-03
0.3287160  0.19749  9.468e+06  3.583e+01  4.481e+16  0.93374  0.68128  0.29927  4.90e-04  2.97e-03  1.03e-03  8.86e-03
0.3340577  0.19928  9.410e+06  3.520e+01  4.379e+16  0.93700  0.68233  0.29819  5.12e-04  3.00e-03  1.01e-03  8.86e-03
0.3393826  0.20107  9.353e+06  3.459e+01  4.279e+16  0.94011  0.68335  0.29716  5.35e-04  3.02e-03  1.00e-03  8.86e-03
0.3446901  0.20285  9.296e+06  3.398e+01  4.181e+16  0.94307  0.68433  0.29616  5.59e-04  3.05e-03  9.91e-04  8.86e-03
0.3499794  0.20463  9.240e+06  3.338e+01  4.085e+16  0.94590  0.68527  0.29521  5.85e-04  3.07e-03  9.83e-04  8.85e-03
0.3552500  0.20640  9.185e+06  3.280e+01  3.992e+16  0.94860  0.68617  0.29428  6.11e-04  3.09e-03  9.78e-04  8.85e-03
0.3605012  0.20817  9.130e+06  3.222e+01  3.901e+16  0.95118  0.68704  0.29339  6.39e-04  3.11e-03  9.73e-04  8.85e-03
0.3657326  0.20993  9.076e+06  3.166e+01  3.812e+16  0.95364  0.68787  0.29253  6.67e-04  3.12e-03  9.69e-04  8.84e-03
0.3709435  0.21168  9.022e+06  3.110e+01  3.725e+16  0.95598  0.68867  0.29171  6.97e-04  3.13e-03  9.66e-04  8.84e-03
0.3761334  0.21343  8.969e+06  3.056e+01  3.640e+16  0.95821  0.68945  0.29091  7.28e-04  3.14e-03  9.63e-04  8.84e-03
0.3813018  0.21517  8.917e+06  3.002e+01  3.557e+16  0.96034  0.69019  0.29015  7.61e-04  3.15e-03  9.61e-04  8.84e-03
0.3864482  0.21691  8.865e+06  2.949e+01  3.476e+16  0.96237  0.69090  0.28941  7.94e-04  3.16e-03  9.60e-04  8.83e-03
0.3915722  0.21865  8.813e+06  2.898e+01  3.396e+16  0.96431  0.69158  0.28869  8.30e-04  3.16e-03  9.58e-04  8.83e-03
0.3966733  0.22038  8.762e+06  2.847e+01  3.319e+16  0.96616  0.69224  0.28800  8.66e-04  3.17e-03  9.57e-04  8.83e-03
0.4017511  0.22211  8.712e+06  2.797e+01  3.243e+16  0.96791  0.69287  0.28734  9.04e-04  3.18e-03  9.56e-04  8.83e-03
0.4068053  0.22383  8.662e+06  2.748e+01  3.169e+16  0.96959  0.69348  0.28669  9.44e-04  3.18e-03  9.55e-04  8.82e-03
0.4118353  0.22555  8.612e+06  2.699e+01  3.097e+16  0.97119  0.69406  0.28607  9.86e-04  3.18e-03  9.55e-04  8.82e-03
0.4168410  0.22726  8.563e+06  2.652e+01  3.026e+16  0.97271  0.69462  0.28548  1.03e-03  3.19e-03  9.54e-04  8.82e-03
0.4218218  0.22897  8.515e+06  2.605e+01  2.957e+16  0.97416  0.69516  0.28490  1.07e-03  3.19e-03  9.53e-04  8.82e-03
0.4267775  0.23068  8.467e+06  2.559e+01  2.889e+16  0.97555  0.69568  0.28433  1.12e-03  3.19e-03  9.53e-04  8.81e-03
0.4317078  0.23238  8.419e+06  2.514e+01  2.823e+16  0.97687  0.69618  0.28379  1.17e-03  3.19e-03  9.52e-04  8.81e-03
0.4366124  0.23408  8.372e+06  2.470e+01  2.759e+16  0.97812  0.69666  0.28327  1.22e-03  3.19e-03  9.52e-04  8.81e-03
0.4414910  0.23577  8.325e+06  2.427e+01  2.696e+16  0.97932  0.69712  0.28276  1.28e-03  3.20e-03  9.51e-04  8.81e-03
0.4463434  0.23746  8.279e+06  2.384e+01  2.634e+16  0.98046  0.69756  0.28226  1.33e-03  3.20e-03  9.51e-04  8.81e-03
0.4511692  0.23915  8.233e+06  2.342e+01  2.574e+16  0.98155  0.69798  0.28179  1.39e-03  3.20e-03  9.51e-04  8.80e-03
0.4559683  0.24084  8.188e+06  2.301e+01  2.516e+16  0.98259  0.69839  0.28132  1.45e-03  3.20e-03  9.50e-04  8.80e-03
0.4607404  0.24252  8.143e+06  2.260e+01  2.458e+16  0.98357  0.69878  0.28087  1.51e-03  3.20e-03  9.50e-04  8.80e-03
0.4654854  0.24420  8.099e+06  2.220e+01  2.402e+16  0.98452  0.69916  0.28043  1.58e-03  3.20e-03  9.50e-04  8.80e-03
0.4702030  0.24588  8.055e+06  2.181e+01  2.347e+16  0.98541  0.69952  0.28001  1.65e-03  3.20e-03  9.50e-04  8.80e-03
0.4748931  0.24755  8.011e+06  2.142e+01  2.294e+16  0.98627  0.69986  0.27960  1.72e-03  3.20e-03  9.49e-04  8.79e-03
0.4795555  0.24922  7.968e+06  2.104e+01  2.241e+16  0.98709  0.70020  0.27919  1.80e-03  3.20e-03  9.49e-04  8.79e-03
0.4841900  0.25089  7.925e+06  2.067e+01  2.190e+16  0.98787  0.70051  0.27880  1.88e-03  3.20e-03  9.49e-04  8.79e-03
0.4887965  0.25256  7.882e+06  2.030e+01  2.140e+16  0.98861  0.70082  0.27842  1.96e-03  3.20e-03  9.49e-04  8.79e-03
0.4933749  0.25422  7.840e+06  1.994e+01  2.091e+16  0.98932  0.70111  0.27804  2.04e-03  3.20e-03  9.48e-04  8.79e-03
0.4979250  0.25588  7.799e+06  1.959e+01  2.044e+16  0.98999  0.70140  0.27767  2.13e-03  3.20e-03  9.48e-04  8.78e-03
0.5024468  0.25754  7.757e+06  1.924e+01  1.997e+16  0.99063  0.70167  0.27731  2.22e-03  3.20e-03  9.48e-04  8.78e-03
0.5069401  0.25920  7.716e+06  1.890e+01  1.951e+16  0.99124  0.70193  0.27696  2.32e-03  3.20e-03  9.48e-04  8.78e-03
0.5114049  0.26085  7.676e+06  1.857e+01  1.907e+16  0.99183  0.70218  0.27662  2.42e-03  3.20e-03  9.47e-04  8.78e-03
0.5158410  0.26251  7.635e+06  1.824e+01  1.863e+16  0.99238  0.70242  0.27629  2.51e-03  3.20e-03  9.47e-04  8.78e-03
0.5202484  0.26416  7.595e+06  1.791e+01  1.821e+16  0.99290  0.70265  0.27597  2.61e-03  3.20e-03  9.47e-04  8.77e-03
0.5246270  0.26581  7.556e+06  1.759e+01  1.779e+16  0.99340  0.70287  0.27566  2.70e-03  3.19e-03  9.47e-04  8.77e-03
0.5289768  0.26745  7.517e+06  1.728e+01  1.739e+16  0.99387  0.70308  0.27536  2.79e-03  3.19e-03  9.47e-04  8.77e-03
0.5332978  0.26910  7.478e+06  1.697e+01  1.699e+16  0.99431  0.70329  0.27507  2.87e-03  3.19e-03  9.46e-04  8.77e-03
0.5375898  0.27074  7.439e+06  1.667e+01  1.660e+16  0.99473  0.70349  0.27480  2.95e-03  3.19e-03  9.46e-04  8.77e-03
0.5418529  0.27239  7.401e+06  1.637e+01  1.622e+16  0.99512  0.70368  0.27454  3.02e-03  3.19e-03  9.46e-04  8.77e-03
0.5460871  0.27403  7.363e+06  1.608e+01  1.585e+16  0.99548  0.70387  0.27430  3.08e-03  3.19e-03  9.46e-04  8.76e-03
0.5502922  0.27567  7.325e+06  1.579e+01  1.549e+16  0.99582  0.70406  0.27407  3.13e-03  3.19e-03  9.46e-04  8.76e-03
0.5544684  0.27731  7.288e+06  1.551e+01  1.514e+16  0.99613  0.70424  0.27385  3.16e-03  3.19e-03  9.45e-04  8.76e-03
0.5586156  0.27895  7.250e+06  1.523e+01  1.479e+16  0.99642  0.70442  0.27365  3.18e-03  3.19e-03  9.45e-04  8.76e-03
0.5627338  0.28058  7.214e+06  1.496e+01  1.446e+16  0.99669  0.70460  0.27347  3.19e-03  3.19e-03  9.45e-04  8.76e-03
0.5668231  0.28222  7.177e+06  1.469e+01  1.413e+16  0.99693  0.70478  0.27330  3.18e-03  3.19e-03  9.45e-04  8.76e-03
0.5708834  0.28385  7.141e+06  1.443e+01  1.380e+16  0.99716  0.70496  0.27314  3.17e-03  3.19e-03  9.45e-04  8.75e-03
0.5749147  0.28549  7.105e+06  1.417e+01  1.349e+16  0.99736  0.70513  0.27300  3.14e-03  3.19e-03  9.44e-04  8.75e-03
0.5789172  0.28712  7.069e+06  1.391e+01  1.318e+16  0.99755  0.70531  0.27287  3.10e-03  3.19e-03  9.44e-04  8.75e-03
0.5828909  0.28875  7.034e+06  1.366e+01  1.288e+16  0.99772  0.70548  0.27275  3.05e-03  3.19e-03  9.44e-04  8.75e-03
0.5868357  0.29038  6.999e+06  1.342e+01  1.259e+16  0.99788  0.70565  0.27263  2.99e-03  3.19e-03  9.44e-04  8.75e-03
0.5907518  0.29201  6.964e+06  1.318e+01  1.230e+16  0.99803  0.70583  0.27253  2.93e-03  3.19e-03  9.44e-04  8.75e-03
0.5946392  0.29364  6.930e+06  1.294e+01  1.202e+16  0.99816  0.70599  0.27243  2.86e-03  3.19e-03  9.44e-04  8.74e-03
0.5984979  0.29527  6.895e+06  1.271e+01  1.174e+16  0.99828  0.70616  0.27234  2.79e-03  3.18e-03  9.43e-04  8.74e-03
0.6023280  0.29690  6.861e+06  1.248e+01  1.148e+16  0.99840  0.70633  0.27226  2.71e-03  3.18e-03  9.43e-04  8.74e-03
0.6061296  0.29853  6.827e+06  1.225e+01  1.122e+16  0.99850  0.70649  0.27218  2.63e-03  3.18e-03  9.43e-04  8.74e-03
0.6099028  0.30016  6.794e+06  1.203e+01  1.096e+16  0.99860  0.70665  0.27210  2.55e-03  3.18e-03  9.43e-04  8.74e-03
